Country,Date,Cases,Deaths,Tests,Cases/Population,Deaths/Cases,Tests/Cases
United States,2020-03-22,34898.0,603.0,474222.0,0.00010633150517976843,0.017278927159149523,13.588801650524385
United States,2020-03-23,46136.0,792.0,554692.0,0.00014057282145033516,0.017166637766603085,12.022975550546212
United States,2020-03-24,56755.0,1033.0,659499.0,0.0001729280926264473,0.018201039555986256,11.620103955598626
United States,2020-03-25,68837.0,1369.0,774532.0,0.0002097410115783059,0.01988756046893386,11.251681508491073
United States,2020-03-26,86693.0,1785.0,904058.0,0.0002641468616697136,0.020589897684934192,10.42826987184663
United States,2020-03-27,105383.0,2311.0,1040351.0,0.0003210938452163315,0.02192953322642172,9.872095119706215
United States,2020-03-28,125013.0,2985.0,1162389.0,0.00038090493601462523,0.023877516738259223,9.298144992920736
United States,2020-03-29,143912.0,3577.0,1272572.0,0.0004384887263863498,0.024855467229973872,8.842709433542721
United States,2020-03-30,165987.0,4288.0,1396200.0,0.0005057495429616087,0.025833348394753805,8.411502105586582
United States,2020-03-31,192301.0,5370.0,1538706.0,0.0005859262644728824,0.027924971789018257,8.001549653927956
United States,2020-04-01,224587.0,6655.0,1692347.0,0.0006842992078001219,0.029632169270705784,7.535373819499793
United States,2020-04-02,256809.0,8170.0,1854589.0,0.0007824771480804387,0.03181352678449743,7.221666686136389
United States,2020-04-03,289116.0,9600.0,2024620.0,0.0008809140767824498,0.03320466525546839,7.002794725992335
United States,2020-04-04,321502.0,11165.0,2173339.0,0.0009795917123705058,0.034727622223189904,6.759954836983907
United States,2020-04-05,351397.0,12783.0,2312922.0,0.001070679463741621,0.03637765831808468,6.5820766824987125
United States,2020-04-06,382787.0,14556.0,2456954.0,0.001166322364411944,0.03802636975654868,6.418593107916413
United States,2020-04-07,413566.0,17128.0,2637414.0,0.0012601035953686776,0.04141539681695304,6.377250547675582
United States,2020-04-08,444801.0,19287.0,2806581.0,0.0013552742230347348,0.04336096366689823,6.309745256867678
United States,2020-04-09,480743.0,21500.0,2981651.0,0.0014647867154174285,0.04472244005632947,6.202172470529992
United States,2020-04-10,515146.0,23697.0,3154683.0,0.0015696099939061549,0.0460005513000198,6.123861973110536
United States,2020-04-11,544229.0,25821.0,3365430.0,0.0016582236441194393,0.04744510123495808,6.183849078237286
United States,2020-04-12,571485.0,27695.0,3477089.0,0.0017412705667276052,0.0484614644303875,6.084304924888667
United States,2020-04-13,598424.0,29706.0,3591307.0,0.0018233516148689823,0.04964038875446172,6.001275015707926
United States,2020-04-14,627242.0,32158.0,3753822.0,0.001911157830591103,0.051268888244090795,5.984647074016089
United States,2020-04-15,652650.0,34766.0,3926039.0,0.0019885740402193785,0.053268980311039604,6.015535126024669
United States,2020-04-16,682652.0,36916.0,4110241.0,0.0020799878123095674,0.054077333692716056,6.020990197055015
United States,2020-04-17,715718.0,39029.0,4308811.0,0.002180737355271176,0.05453125392962033,6.02026356749446
United States,2020-04-18,743625.0,41006.0,4475898.0,0.002265767824497258,0.05514338544293158,6.0190257186081695
United States,2020-04-19,769687.0,42985.0,4610188.0,0.0023451767215112735,0.0558473769207483,5.989691913725969
United States,2020-04-20,799507.0,45214.0,4770524.0,0.0024360359536867763,0.05655235038592533,5.966832060257134
United States,2020-04-21,825433.0,47726.0,4991657.0,0.0025150304692260817,0.057819350571154775,6.047319406905224
United States,2020-04-22,854344.0,50184.0,5227426.0,0.0026031200487507617,0.05873980504340172,6.118643075857032
United States,2020-04-23,887956.0,52641.0,5460500.0,0.002705533211456429,0.059283342868340326,6.149516417480146
United States,2020-04-24,920283.0,54829.0,5719844.0,0.0028040310786106035,0.059578412292740385,6.2153098557726265
United States,2020-04-25,950663.0,56545.0,5939329.0,0.002896596587446679,0.05947954217214723,6.24756512034233
United States,2020-04-26,977151.0,57951.0,6110878.0,0.0029773034734917733,0.05930608472999567,6.253770399866551
United States,2020-04-27,1000866.0,59471.0,6336656.0,0.003049561243144424,0.05941954267604255,6.3311732040053315
United States,2020-04-28,1025441.0,61694.0,6606317.0,0.0031244393662400974,0.060163383363840535,6.442415507084269
United States,2020-04-29,1051900.0,64105.0,6901052.0,0.0032050578915295553,0.06094210476281015,6.5605589884970055
United States,2020-04-30,1081105.0,66292.0,7223600.0,0.003294043266301036,0.06131874332280398,6.6816821677820375
United States,2020-05-01,1116012.0,68206.0,7560157.0,0.003400402193784278,0.06111583029573159,6.774261387870381
United States,2020-05-02,1143360.0,69938.0,7828463.0,0.003483729433272395,0.061168835712286596,6.846892492303387
United States,2020-05-03,1167681.0,71135.0,8043981.0,0.003557833638025594,0.06091989164848961,6.8888514928306614
United States,2020-05-04,1191749.0,72526.0,8294797.0,0.0036311669713589277,0.06085677437111338,6.960187925477596
United States,2020-05-05,1216277.0,74742.0,8614238.0,0.003705901889092017,0.06145146212581509,7.082463945301933
United States,2020-05-06,1240846.0,77049.0,8973830.0,0.0037807617306520416,0.0620939262406455,7.2320255696516735
United States,2020-05-07,1268275.0,78973.0,9336069.0,0.00386433577087142,0.0622680412371134,7.361233959511935
United States,2020-05-08,1295105.0,80731.0,9739224.0,0.003946084704448507,0.06233548631192066,7.520026561552925
United States,2020-05-09,1320281.0,82194.0,10074638.0,0.004022794028031688,0.06225492906434312,7.630677105858526
United States,2020-05-10,1339086.0,83181.0,10323429.0,0.0040800914076782446,0.06211774299783584,7.709309932297104
United States,2020-05-11,1358384.0,84225.0,10643098.0,0.004138890920170627,0.06200382218871836,7.835117315869445
United States,2020-05-12,1381311.0,85824.0,11064763.0,0.004208747714808044,0.06213227868307716,8.01033438523258
United States,2020-05-13,1401744.0,87550.0,11515006.0,0.004271005484460695,0.06245790957550024,8.214771028090722
United States,2020-05-14,1428561.0,89330.0,11964990.0,0.0043527148080438754,0.0625314564796323,8.375554141545233
United States,2020-05-15,1453294.0,90997.0,12410121.0,0.004428074344911639,0.06261430928635224,8.539305192204743
United States,2020-05-16,1477429.0,92197.0,12775844.0,0.00450161182205972,0.062403675574257716,8.647348874294467
United States,2020-05-17,1495817.0,93022.0,13080213.0,0.004557638634978671,0.06218808851617544,8.744527572557338
United States,2020-05-18,1518206.0,94247.0,13432802.0,0.004625856185252895,0.06207787349015878,8.847812483944866
United States,2020-05-19,1539185.0,95706.0,13866085.0,0.004689777574649604,0.062179660014878006,9.008718899937305
United States,2020-05-20,1561910.0,97204.0,14328484.0,0.00475901889092017,0.06223405958089775,9.173693746758776
United States,2020-05-21,1587679.0,98389.0,14787672.0,0.004837535039609994,0.06197033531337254,9.314018765758066
United States,2020-05-22,1611328.0,99612.0,15279129.0,0.004909591712370506,0.06181981570480995,9.482320793780037
United States,2020-05-23,1632427.0,100697.0,15669079.0,0.004973878732480195,0.061685453622122154,9.59863993918258
United States,2020-05-24,1652504.0,101337.0,16015495.0,0.005035051797684339,0.06132330088157124,9.691652788737576
United States,2020-05-25,1671166.0,101934.0,16344546.0,0.0050919134673979285,0.06099573591133376,9.780324635613697
United States,2020-05-26,1690829.0,102612.0,16805243.0,0.005151825106642291,0.060687390623179516,9.939055339126547
United States,2020-05-27,1709380.0,104071.0,17358158.0,0.005208348567946374,0.060882308205314206,10.154651394072705
United States,2020-05-28,1731700.0,105163.0,17893340.0,0.005276355880560634,0.060728186175434545,10.332817462608997
United States,2020-05-29,1756178.0,106294.0,18439206.0,0.005350938452163315,0.060525755361928,10.499622475626047
United States,2020-05-30,1779810.0,107247.0,18892509.0,0.0054229433272394885,0.06025755558177558,10.61490215247695
United States,2020-05-31,1798793.0,107865.0,19265686.0,0.005480783059110299,0.05996521000470871,10.710340767392356
United States,2020-06-01,1816207.0,108643.0,19704512.0,0.005533842169408897,0.05981862199628126,10.849265529755144
United States,2020-06-02,1837709.0,109623.0,20225817.0,0.005599357099329677,0.05965199060351775,11.005995508538076
United States,2020-06-03,1857566.0,110630.0,20807703.0,0.0056598598415600245,0.05955643029642015,11.201595528772598
United States,2020-06-04,1879224.0,111636.0,21425678.0,0.0057258500914076785,0.05940537157890704,11.401343320434393
United States,2020-06-05,1904627.0,112525.0,21998346.0,0.005803251066422913,0.05907980932749562,11.549949675185745
United States,2020-06-06,1925769.0,113167.0,22462639.0,0.005867669104204753,0.058764576644446974,11.664243738475383
United States,2020-06-07,1943697.0,113629.0,22868165.0,0.005922294332723949,0.05846024354619058,11.765293150115475
United States,2020-06-08,1961313.0,114137.0,23317133.0,0.005975968921389397,0.05819417910348833,11.888532325029203
United States,2020-06-09,1979696.0,115044.0,23877197.0,0.006031980499695308,0.0581119525422085,12.06104220041865
United States,2020-06-10,2000807.0,115925.0,24505756.0,0.006096304082876295,0.05793912156444875,12.247935957841012
United States,2020-06-11,2023973.0,116751.0,25120409.0,0.006166889092017062,0.05768406989618933,12.41143483633428
United States,2020-06-12,2048801.0,117578.0,25736763.0,0.006242538086532602,0.0573886873346899,12.561865696082734
United States,2020-06-13,2074013.0,118317.0,26268425.0,0.006319357099329677,0.057047376270061956,12.665506436073448
United States,2020-06-14,2092954.0,118661.0,26681565.0,0.0063770688604509445,0.05669546487882677,12.74828065977561
United States,2020-06-15,2112781.0,119057.0,27187764.0,0.006437480195003047,0.05635084753223358,12.868235751836087
United States,2020-06-16,2136448.0,119870.0,27860468.0,0.006509591712370506,0.05610714606674255,13.040555164459889
United States,2020-06-17,2163520.0,120609.0,28566189.0,0.006592078001218769,0.055746653601538236,13.203570570181926
United States,2020-06-18,2192057.0,121300.0,29267960.0,0.006679028031687995,0.05533615229895938,13.351824336684675
United States,2020-06-19,2223601.0,121929.0,29972194.0,0.006775140158439975,0.05483402822718644,13.47912417740413
United States,2020-06-20,2255881.0,122487.0,30556271.0,0.006873494820231566,0.05429674703585872,13.545160848466741
United States,2020-06-21,2281031.0,122807.0,30977567.0,0.0069501249238269345,0.05383837396335254,13.580511181128182
United States,2020-06-22,2313175.0,123213.0,31525279.0,0.007048065204143815,0.05326574945691528,13.628575010537464
United States,2020-06-23,2350247.0,123961.0,32225576.0,0.007161020719073735,0.052743817990194224,13.711569890313656
United States,2020-06-24,2386125.0,124698.0,32992282.0,0.007270338208409506,0.05225962596259626,13.826719891036722
United States,2020-06-25,2426451.0,125236.0,33763659.0,0.0073932084095063985,0.05161282877750262,13.91483240337431
United States,2020-06-26,2472450.0,125864.0,34573383.0,0.007533363802559415,0.05090659062872859,13.983450828125948
United States,2020-06-27,2513780.0,126371.0,35266883.0,0.007659293113954906,0.05027130456921449,14.02942302031204
United States,2020-06-28,2554514.0,126686.0,35832901.0,0.007783406459475929,0.049592994988479217,14.027286990793552
United States,2020-06-29,2595813.0,127072.0,36497550.0,0.007909241316270566,0.048952678794658935,14.060161498536297
United States,2020-06-30,2642233.0,127627.0,37353421.0,0.008050679463741621,0.04830270456844646,14.137065504821111
United States,2020-07-01,2694053.0,128328.0,38237882.0,0.00820857099329677,0.04763380675881284,14.193440886278035
United States,2020-07-02,2750689.0,129038.0,39096349.0,0.008381136502132847,0.04691115571407745,14.213293105836392
United States,2020-07-03,2802040.0,129708.0,39897341.0,0.008537599024984766,0.046290559735050175,14.238676464290302
United States,2020-07-04,2847733.0,130023.0,40517838.0,0.008676822059719683,0.04565842373565218,14.228102845315906
United States,2020-07-05,2898480.0,130349.0,41044669.0,0.00883144424131627,0.044971502304656234,14.16075632745439
United States,2020-07-06,2941586.0,130726.0,41769904.0,0.008962784887263863,0.04444065208360388,14.199790181215167
United States,2020-07-07,3002247.0,131885.0,42673046.0,0.009147614259597807,0.04392876402241388,14.213702603416708
United States,2020-07-08,3062366.0,132707.0,43653411.0,0.009330792199878124,0.04333479407752045,14.254798740581629
United States,2020-07-09,3124875.0,133726.0,44665066.0,0.009521252285191956,0.04279403176127045,14.29339285571423
United States,2020-07-10,3192932.0,134542.0,45680902.0,0.009728616697135893,0.04213744608403812,14.306882201061594
United States,2020-07-11,3252949.0,135271.0,46521318.0,0.009911483851310177,0.04158411336913059,14.301274935450879
United States,2020-07-12,3311373.0,135743.0,47219564.0,0.010089497257769652,0.04099296575770836,14.25981428247437
United States,2020-07-13,3370303.0,136190.0,48087508.0,0.01026905240706886,0.040408829710563116,14.268007357202007
United States,2020-07-14,3438354.0,137105.0,49091316.0,0.010476398537477147,0.039875184463263526,14.277563043246856
United States,2020-07-15,3506444.0,138086.0,50126631.0,0.010683863497867154,0.03938063747774098,14.295574376776015
United States,2020-07-16,3582310.0,139038.0,51155389.0,0.010915021328458258,0.038812386421052336,14.280000614128872
United States,2020-07-17,3654546.0,139962.0,52202584.0,0.011135118829981718,0.03829805398536508,14.284287022245717
United States,2020-07-18,3717082.0,140821.0,53115062.0,0.011325661182205972,0.03788482470927464,14.289451241592195
United States,2020-07-19,3777538.0,141306.0,53833223.0,0.01150986593540524,0.03740690364994343,14.250875305556159
United States,2020-07-20,3839645.0,141868.0,54740984.0,0.01169910115783059,0.03694820745147012,14.256782593182443
United States,2020-07-21,3904106.0,142953.0,55777174.0,0.011895508836075564,0.03661606524003191,14.286798053126631
United States,2020-07-22,3974685.0,144176.0,56886712.0,0.012110557586837295,0.036273566332929524,14.31225669455567
United States,2020-07-23,4043130.0,145244.0,57970381.0,0.0123191042047532,0.03592365320927104,14.33799581017677
United States,2020-07-24,4116449.0,146348.0,59044895.0,0.012542501523461305,0.03555200125156415,14.343647886807295
United States,2020-07-25,4181402.0,147280.0,59926737.0,0.012740408287629495,0.035222635852759435,14.33173299290525
United States,2020-07-26,4236218.0,147811.0,60603979.0,0.012907428397318708,0.0348922080969393,14.306152091322968
United States,2020-07-27,4293001.0,148938.0,61401396.0,0.013080441803778185,0.03469321344206535,14.302674516032026
United States,2020-07-28,4359413.0,150269.0,62369339.0,0.013282794028031689,0.03447000777398242,14.306820436604653
United States,2020-07-29,4431286.0,151677.0,63409569.0,0.013501785496648384,0.03422866409435094,14.309518500949837
United States,2020-07-30,4498752.0,152914.0,64447490.0,0.013707349177330895,0.03399031553639765,14.325637421222597
United States,2020-07-31,4567464.0,154151.0,65437643.0,0.01391670932358318,0.0337498007647132,14.326909418443146
United States,2020-08-01,4623665.0,155238.0,66230091.0,0.014087949421084704,0.03357466425443885,14.324154323464178
United States,2020-08-02,4669233.0,155676.0,66854318.0,0.014226791590493601,0.03334080779434224,14.318051380173147
United States,2020-08-03,4714734.0,156259.0,67630826.0,0.014365429616087751,0.03314269691566905,14.344568749795853
United States,2020-08-04,4773508.0,157543.0,68514067.0,0.014544509445460086,0.03300361076172911,14.352980449598073
United States,2020-08-05,4827974.0,158983.0,69479241.0,0.01471046313223644,0.03292954767362045,14.390972486595826
United States,2020-08-06,4887323.0,160220.0,70469172.0,0.01489129494210847,0.03278277290042013,14.418767083738889
United States,2020-08-07,4946626.0,161463.0,71484346.0,0.015071986593540525,0.03264103653682328,14.451132145425994
United States,2020-08-08,5000760.0,162533.0,72299901.0,0.015236928702010969,0.03250165974771835,14.45778261704221
United States,2020-08-09,5046529.0,163055.0,72926432.0,0.015376383302864107,0.03231032656306939,14.450810051819776
United States,2020-08-10,5094135.0,163689.0,73711117.0,0.015521435100548446,0.032132835113321497,14.46980046661504
United States,2020-08-11,5142138.0,164713.0,74620133.0,0.015667696526508228,0.03203200692007877,14.511499496901873
United States,2020-08-12,5198178.0,166217.0,75648439.0,0.015838446069469835,0.031976011594831884,14.552875834571267
United States,2020-08-13,5249494.0,167281.0,76628503.0,0.01599480195003047,0.03186611890593646,14.59731223618886
United States,2020-08-14,5314830.0,168618.0,77589862.0,0.016193875685557586,0.03172594419765072,14.598747655146072
United States,2020-08-15,5361781.0,169618.0,78357624.0,0.016336931748933577,0.031634637819038115,14.614103783798704
United States,2020-08-16,5400993.0,170233.0,78930303.0,0.016456407678244973,0.031518833666327656,14.614035419042388
United States,2020-08-17,5437645.0,170726.0,79606789.0,0.016568083485679463,0.03139704780286319,14.639938613131235
United States,2020-08-18,5482678.0,171953.0,80501834.0,0.016705295551492992,0.031362958028904854,14.682940344116506
United States,2020-08-19,5529998.0,173288.0,81506655.0,0.016849475929311394,0.03133599686654498,14.739002618084129
United States,2020-08-20,5574039.0,174392.0,82502782.0,0.016983665447897624,0.03128646929093966,14.801256682990557
United States,2020-08-21,5622882.0,175475.0,83468095.0,0.017132486288848264,0.031207306146563276,14.844361841489826
United States,2020-08-22,5665946.0,176384.0,84262411.0,0.017263698964046312,0.031130547308428284,14.8717285692451
United States,2020-08-23,5700193.0,176930.0,84824160.0,0.017368046922608165,0.03103929989738944,14.880927715956284
United States,2020-08-24,5736675.0,177406.0,85490495.0,0.01747920475319927,0.0309248824449703,14.902446974946288
United States,2020-08-25,5777029.0,178629.0,86395708.0,0.01760216026812919,0.030920564878590708,14.955041423541408
United States,2020-08-26,5822201.0,179791.0,87413269.0,0.017739795856185254,0.0308802461474621,15.01378413421316
United States,2020-08-27,5867594.0,180904.0,88433265.0,0.01787810481413772,0.030831035685154766,15.071469668828485
United States,2020-08-28,5914426.0,181879.0,89420099.0,0.01802079829372334,0.030751758496936135,15.118981791301472
United States,2020-08-29,5957180.0,182795.0,90218371.0,0.018151066422912858,0.030684820670182873,15.14447624547185
United States,2020-08-30,5991584.0,183236.0,90832704.0,0.018255892748324194,0.030582230007957827,15.16004849468855
United States,2020-08-31,6026946.0,183778.0,91493928.0,0.01836363802559415,0.030492723843883785,15.18081097789826
United States,2020-09-01,6068792.0,184805.0,92400575.0,0.018491139549055454,0.03045169450526563,15.225530056063876
United States,2020-09-02,6109810.0,185878.0,93426748.0,0.018616118220597198,0.030422877307150303,15.291268959263872
