Date,Cases,Deaths,Tests,Cases/Population,Diff Cases/Population,Deaths/Cases,Tests/Cases
2021-02-21,850617.0,21675.0,23728396.0,2.2628810853950516,0.006802341048151028,2.548150342633641,2789.5511140736667
2021-02-22,853901.0,21720.0,23823141.0,2.2716174514498535,0.00873636605480188,2.5436203962754464,2789.9183863234734
2021-02-23,857206.0,21761.0,23892820.0,2.280409683426443,0.008792231976589626,2.538596323404176,2787.2903362785605
2021-02-24,860200.0,21810.0,23961860.0,2.2883745677041767,0.007964884277733564,2.5354568704952336,2785.614973262032
2021-02-25,863301.0,21868.0,24077706.0,2.2966241021548286,0.008249534450651907,2.533067840764693,2789.0279288452116
2021-02-26,866528.0,21915.0,24205430.0,2.3052088321362065,0.008584729981377937,2.529058495513128,2793.381171756712
2021-02-27,869058.0,21961.0,24328417.0,2.3119393455706305,0.00673051343442399,2.5269889926794296,2799.400845513188
2021-02-28,871243.0,21990.0,24444017.0,2.317752061718542,0.005812716147911345,2.5239801065833527,2805.6485963158384
2021-03-01,874909.0,22014.0,24545470.0,2.3275046554934824,0.009752593774940532,2.51614739361465,2805.488342216162
2021-03-02,877747.0,22043.0,24621134.0,2.3350545357807926,0.0075498802873101845,2.511315903101919,2805.0376703081865
2021-03-03,880487.0,22105.0,24698266.0,2.342343708433094,0.0072891726523014455,2.5105424611606986,2805.068785796951
2021-03-04,883619.0,22152.0,24813290.0,2.350675711625432,0.008332003192338178,2.506962842582606,2808.143555084261
2021-03-05,886492.0,22183.0,24939113.0,2.3583187017823892,0.007642990156957019,2.50233504645276,2813.2361036535017
2021-03-06,889255.0,22212.0,25067769.0,2.3656690609204576,0.007350359138068363,2.4978212098891768,2818.96295213409
2021-03-07,891807.0,22234.0,25180543.0,2.372458100558659,0.006789039638201544,2.493140331932806,2823.541752868053
2021-03-08,895889.0,22271.0,25277398.0,2.383317371641394,0.010859271082734878,2.4859106429479545,2821.48770662437
2021-03-09,898963.0,22302.0,25353457.0,2.391495078478319,0.00817770683692487,2.480858500294228,2820.3003905611245
